iter	Logloss
128	0.4747522419
129	0.4746884896
130	0.4746150041
131	0.4745343358
132	0.4744542342
133	0.4743336507
134	0.4741808031
135	0.4740081337
136	0.47389075
137	0.4738209649
138	0.4737583406
139	0.47363151
140	0.4735186777
141	0.4734559361
142	0.4733866834
143	0.473298782
144	0.4732243773
145	0.4731037279
146	0.4729736778
147	0.4728729246
148	0.4727990445
149	0.4727423014
150	0.472592795
151	0.472540972
152	0.4724461142
153	0.4723337668
154	0.4722458167
155	0.472176799
156	0.4720649321
157	0.4719236344
158	0.4718542505
159	0.4717556656
160	0.4716915738
161	0.4715649058
162	0.4714801603
163	0.4714020013
164	0.4712331385
165	0.471133118
166	0.471051712
167	0.4709703849
168	0.47080357
169	0.4706871308
170	0.4706172825
171	0.4705225103
172	0.4704558509
173	0.4703769088
174	0.4703263535
175	0.4702070199
176	0.4701398458
177	0.4700762333
178	0.4700072579
179	0.4699395792
180	0.4698811715
181	0.4698454684
182	0.469760207
183	0.4696602407
184	0.4695280274
185	0.4694521147
186	0.4693736739
187	0.469226118
188	0.4691053519
189	0.4689963162
190	0.4689382264
191	0.4688715588
192	0.4688124615
193	0.468741429
194	0.4686674051
195	0.4685688136
196	0.4684801451
197	0.468409305
198	0.4683535082
199	0.4682909268
200	0.4682447313
201	0.4681694715
202	0.4681123352
203	0.4680567935
204	0.4679754507
205	0.4678906402
206	0.4678103942
207	0.4677665759
208	0.4677073057
209	0.467654071
210	0.4675217564
211	0.4674659136
212	0.4673881514
213	0.4673106513
214	0.4672382262
215	0.467133622
216	0.4670770507
217	0.4670360527
218	0.4669545201
219	0.4668920784
220	0.4668457464
221	0.4667861253
222	0.4667263114
223	0.4666661436
224	0.4666037274
225	0.4665240222
226	0.4664344606
227	0.4663859334
228	0.46634004
229	0.4662667107
230	0.4662091075
231	0.4661784483
232	0.4661134434
233	0.4660533358
234	0.4659596011
235	0.4658909242
236	0.4658670217
237	0.4657994052
238	0.4657280986
239	0.4656806658
240	0.4656217485
241	0.4655507824
242	0.4654675479
243	0.4653948077
244	0.4653290396
245	0.4652696364
246	0.4652038399
247	0.465137761
248	0.4650793472
249	0.4650186962
250	0.4649779304
251	0.4649015646
252	0.4648618807
253	0.4648246329
254	0.464770215
255	0.4647359454
256	0.4646684041
257	0.4646217094
258	0.464590446
259	0.4645327287
260	0.4644667809
261	0.4644294558
262	0.4643735388
263	0.4643363939
264	0.4642985304
265	0.4641969612
266	0.464111385
267	0.4639938302
268	0.4639542946
269	0.463905519
270	0.4638640727
271	0.4638173528
272	0.4637628708
273	0.4637356064
274	0.4636943251
275	0.4636530872
276	0.4636018293
277	0.4635551937
278	0.4634645328
279	0.4634232773
280	0.4633862025
281	0.4633325346
282	0.4632680984
283	0.4632271846
284	0.463168396
285	0.4631533377
286	0.4630924422
287	0.4630577268
288	0.4630331606
289	0.462945804
290	0.4628954996
291	0.4628463511
292	0.4628040476
293	0.462755665
294	0.462682431
295	0.4626391166
296	0.4626173432
297	0.4625637555
298	0.4625105901
299	0.4623898888
300	0.4623301311
301	0.4622841946
302	0.4622579488
303	0.4622195381
304	0.4621874245
305	0.4621459935
306	0.4620869034
307	0.4620390947
308	0.4620017203
309	0.4619461023
310	0.4618441354
311	0.461764342
312	0.4617079778
313	0.461664738
314	0.4615646259
315	0.4615179337
316	0.4614039473
317	0.4613499009
318	0.4613106121
319	0.4612665326
320	0.4612237082
321	0.4611759789
322	0.4611263587
323	0.4610707262
324	0.4609985694
325	0.4609372467
326	0.4609003447
327	0.4608269441
328	0.4607796057
329	0.4607525459
330	0.4607137623
331	0.4606701539
332	0.4605876555
333	0.4605332759
334	0.4604856411
335	0.4604255023
336	0.4603240994
337	0.4602694507
338	0.4602016471
339	0.4601447782
340	0.4600127389
341	0.4599257163
342	0.4598866341
343	0.4598423207
344	0.4597781927
345	0.4597301358
346	0.4596981605
347	0.4596637163
348	0.4596359485
349	0.4596011434
350	0.4595221557
351	0.4594464717
352	0.4594154431
353	0.4593767097
354	0.4593297166
355	0.4592966468
356	0.4592692415
357	0.4592185572
358	0.4591883451
359	0.459141067
360	0.4590753578
361	0.4590285456
362	0.4589573181
363	0.4588559783
364	0.4588037498
365	0.4587733751
366	0.4587164254
367	0.4586684144
368	0.4586359988
369	0.4585444379
370	0.4584907729
371	0.4584378229
372	0.4583910338
373	0.4583380941
374	0.4582792168
375	0.4582377339
376	0.4581842832
377	0.4581371763
378	0.4580382005
379	0.4579814712
380	0.4579322356
381	0.4578990138
382	0.4578593857
383	0.457830088
384	0.4578131177
385	0.4577404749
386	0.4577042906
387	0.4576617523
388	0.4576369058
389	0.457605015
390	0.4575420744
391	0.4574914126
392	0.4574227513
393	0.4573710221
394	0.4573489303
395	0.4573352945
396	0.4572806995
397	0.4572325381
398	0.4571954719
399	0.4571517686
400	0.4571153434
401	0.457048205
402	0.4570096254
403	0.4569179022
404	0.4568406662
405	0.4567918695
406	0.4567507644
407	0.456723778
408	0.4566518773
409	0.4565967505
410	0.4565415652
411	0.4565158863
412	0.456491226
413	0.4564601747
414	0.4564173446
415	0.4563884763
416	0.456349194
417	0.4563034315
418	0.4562659105
419	0.4561858176
420	0.4561509114
421	0.4560955377
422	0.4560257513
423	0.4559928176
424	0.4559519777
425	0.4559072795
426	0.4558686235
427	0.4558376108
428	0.4557840601
429	0.4557529278
430	0.4557133797
431	0.4556796563
432	0.4556330405
433	0.4555792983
434	0.4555521693
435	0.455508199
436	0.4554707703
437	0.4554407995
438	0.4554087491
439	0.4553760236
440	0.4553386668
441	0.4552943117
442	0.4552544569
443	0.4551949706
444	0.4551539804
445	0.4550998521
446	0.4550325596
447	0.4549889037
448	0.4549642036
449	0.4549151866
450	0.4548759474
451	0.4548366598
452	0.4547527467
453	0.4547222056
454	0.4547048343
455	0.4546113008
456	0.4545466016
457	0.4545032102
458	0.4544596738
459	0.4544105446
460	0.4543805799
461	0.4543522783
462	0.4543169021
463	0.454272732
464	0.454208364
465	0.4541623318
466	0.4541381871
467	0.454085507
468	0.4540626456
469	0.4540089098
470	0.4539692963
471	0.4539480698
472	0.4539141777
473	0.4538849443
474	0.4538514554
475	0.4538125496
476	0.4537759381
477	0.453716364
478	0.4536842415
479	0.4536246253
480	0.4535771545
481	0.4535333471
482	0.4534897286
483	0.4534304477
484	0.4533893923
485	0.4533514997
486	0.4532800739
487	0.4532442393
488	0.4531995069
489	0.4531379594
490	0.4530927735
491	0.4530246647
492	0.4529870229
493	0.4529503961
494	0.4528990525
495	0.4528800775
496	0.4528385552
497	0.4528146982
498	0.4527788158
499	0.4527343499
500	0.4526810442
501	0.4526493082
502	0.4526225704
503	0.4525527321
504	0.4525070022
505	0.4524514406
506	0.4524155998
507	0.4523866104
508	0.4523534118
509	0.4523333101
510	0.4522972175
511	0.452262931
512	0.4522056879
513	0.4521842872
514	0.4521484035
515	0.4520917932
516	0.4520637305
517	0.4520062082
518	0.4519305911
519	0.4518524968
520	0.4518160842
521	0.4517909915
522	0.4517580169
523	0.451706139
524	0.4516681435
525	0.451635841
526	0.4516047444
527	0.4515749131
528	0.4515043719
529	0.4514495784
530	0.451410634
531	0.4513790078
532	0.4513251069
533	0.4512779652
534	0.4512065975
535	0.4511932768
536	0.4511506012
537	0.4511146399
538	0.4510853867
539	0.4510539584
540	0.4510057542
541	0.4509772578
542	0.4509285637
543	0.4508936279
544	0.450859248
545	0.4508168323
546	0.450773889
547	0.4507571827
548	0.4507301317
549	0.4506778987
550	0.450613452
551	0.450579729
552	0.4505490189
553	0.4505035381
554	0.4504721503
555	0.4504478913
556	0.4503989671
557	0.4503537662
558	0.4503146173
559	0.4502675765
560	0.4502430449
561	0.4502085538
562	0.4501884917
563	0.4501630697
564	0.4501029672
565	0.4500858247
566	0.4500506689
567	0.4500072699
568	0.4499900307
569	0.4499640957
570	0.4499332678
571	0.4498839774
572	0.4498611957
573	0.4498073512
574	0.4497695794
575	0.449732431
576	0.4497015697
577	0.4496859901
578	0.4496677355
579	0.449598227
580	0.4495757722
581	0.4495569475
582	0.449544176
583	0.4495137528
584	0.4494929326
585	0.4494466215
586	0.4494187321
587	0.4493899656
588	0.4493716163
589	0.4493518918
590	0.4493251394
591	0.4492884961
592	0.4492496502
593	0.4492345289
594	0.4491981308
595	0.4491832766
596	0.4491468517
597	0.4491286866
598	0.4490761161
599	0.4490273463
600	0.4489989083
601	0.4489598689
602	0.4489115044
603	0.4488975564
604	0.4488645857
605	0.4488136583
606	0.4487405654
607	0.4486792564
608	0.4486599389
609	0.4486298029
610	0.4485478262
611	0.4485217178
612	0.4485044236
613	0.4484766525
614	0.4484604177
615	0.4484305196
616	0.4483761744
617	0.448322105
618	0.448289626
619	0.4482715288
620	0.4482538473
621	0.4482165743
622	0.448206688
623	0.4481691134
624	0.4481214046
625	0.4481042358
626	0.4480870531
627	0.4480477587
628	0.4480225224
629	0.4480035098
630	0.4479787152
631	0.447943514
632	0.4479028799
633	0.4478187694
634	0.4477790049
635	0.4477495485
636	0.4477210132
637	0.4476809437
638	0.4476623533
639	0.4476375737
640	0.4475905384
641	0.4475519473
642	0.4475155395
643	0.4474792156
644	0.4474286984
645	0.447376155
646	0.4473569698
647	0.4472877665
648	0.4472489525
649	0.4472315732
650	0.4471941654
651	0.4471637806
652	0.4471308278
653	0.4471159931
654	0.4470498985
655	0.4470255168
656	0.4469796511
657	0.446946991
658	0.4469164308
659	0.446883029
660	0.4468497052
661	0.4468091739
662	0.4467566295
663	0.4467240946
664	0.446685999
665	0.4466758801
666	0.4466529303
667	0.4466108527
668	0.4465157713
669	0.4464929623
670	0.4464502273
671	0.4464055253
672	0.4463920329
673	0.4463481687
674	0.4463287408
675	0.4462990615
676	0.4462696563
677	0.4462587402
678	0.4462376692
679	0.4462099092
680	0.4461382287
681	0.4461133105
682	0.4460846615
683	0.4460579731
684	0.446023034
685	0.4459503309
686	0.4459334382
687	0.4459001058
688	0.4458507517
689	0.4458185592
690	0.4457610566
691	0.4457083188
692	0.4456462477
693	0.4456146859
694	0.4455777651
695	0.4455264693
696	0.4454801674
697	0.4454447233
698	0.4454320231
699	0.4454007617
700	0.4453532235
701	0.445329557
702	0.4452884693
703	0.4452582814
704	0.445164447
705	0.4451244009
706	0.4450907189
707	0.4450450426
708	0.4449905311
709	0.44496943
710	0.4449418707
711	0.44489093
712	0.444867002
713	0.444824962
714	0.4447967023
715	0.4447447923
716	0.4447060417
717	0.4446732291
718	0.444642397
719	0.4446075162
720	0.4445982818
721	0.4445813111
722	0.4445457435
723	0.4445169728
724	0.4444345211
725	0.4443982773
726	0.4443699569
727	0.4443526542
728	0.4442860225
729	0.4442304644
730	0.4441827648
731	0.4441244592
732	0.4441162774
733	0.4440836938
734	0.4440717843
735	0.4440400234
736	0.4439812479
737	0.4439517543
738	0.4439267257
739	0.4438927529
740	0.44385092
741	0.44383354
742	0.4437866001
743	0.4437618564
744	0.443749011
745	0.4436619424
746	0.4436276405
747	0.4436038233
748	0.4435651461
749	0.4435151118
750	0.4434683333
751	0.4434444845
752	0.4434206299
753	0.4433619979
754	0.443307265
755	0.4432769202
756	0.4432355245
757	0.44319798
758	0.4431432606
759	0.4431337112
760	0.4430967416
761	0.4430738625
762	0.443062722
763	0.4430556612
764	0.4430413632
765	0.4430055982
766	0.4429880576
767	0.4429664082
768	0.4429488623
769	0.4429227001
770	0.4428909333
771	0.4428475146
772	0.4428364072
773	0.4428061671
774	0.442784392
775	0.4427616951
776	0.4427312065
777	0.4427028971
778	0.4426499909
779	0.442616082
780	0.4425256437
781	0.4424913912
782	0.4424738883
783	0.4424189607
784	0.4423938802
785	0.4423703509
786	0.4423254648
787	0.4423026876
788	0.4422736034
789	0.4422315488
790	0.442210143
791	0.4421660767
792	0.4421092615
793	0.4420858156
794	0.4420449268
795	0.4420086627
796	0.4419705906
797	0.4419496304
798	0.4419080648
799	0.4418926102
800	0.4418723831
801	0.4418426371
802	0.4418313973
803	0.4417686238
804	0.4417440247
805	0.441713415
806	0.441679925
807	0.4416687185
808	0.4416607687
809	0.4416158894
810	0.4415775303
811	0.4415536795
812	0.4415364482
813	0.441498964
814	0.4414609951
815	0.4413891809
816	0.4413671023
817	0.4412945408
818	0.4412575075
819	0.4412379881
820	0.4412168944
821	0.4412074395
822	0.4411869386
823	0.441156248
824	0.4411226041
825	0.4410999281
826	0.4410827339
827	0.4410683258
828	0.4410465237
829	0.4410210972
830	0.440994468
831	0.4409627133
832	0.4409297525
833	0.4409176177
834	0.4408722414
835	0.4408524191
836	0.4407957399
837	0.4407766764
838	0.4407321492
839	0.4407194499
840	0.4406869643
841	0.4406395803
842	0.4406124339
843	0.4405880503
844	0.4405446762
845	0.4405252902
846	0.4405072596
847	0.4404749454
848	0.4404435585
849	0.440396473
850	0.4403443832
851	0.4403263208
852	0.440303599
853	0.4402662169
854	0.4401973528
855	0.4401595908
856	0.4401010283
857	0.4400357536
858	0.4400104107
859	0.4399856366
860	0.4399461329
861	0.439892806
862	0.4398761118
863	0.4398253564
864	0.4398088363
865	0.4397922068
866	0.439764479
867	0.4397554566
868	0.4397104556
869	0.4396832733
870	0.4396458454
871	0.4396145522
872	0.4395672556
873	0.43953085
874	0.4394810182
875	0.43946148
876	0.4394435189
877	0.4394158169
878	0.4393762018
879	0.4393411802
880	0.4393058701
881	0.4392731758
882	0.4392506958
883	0.4392168122
884	0.4391966032
885	0.4391827879
886	0.4391527592
887	0.4391326959
888	0.4390726983
889	0.4390287666
890	0.4390249358
891	0.4390151718
892	0.4389900432
893	0.4389626854
894	0.4389082886
895	0.4388755347
896	0.4388615625
897	0.4388509029
898	0.4388267835
899	0.4388006744
900	0.4387514759
901	0.4387326206
902	0.4386866532
903	0.4386453207
904	0.4386326461
905	0.4385711633
906	0.4385512128
907	0.4385313974
908	0.4385063989
909	0.4384806134
910	0.4384268667
911	0.4383780666
912	0.4383280032
913	0.4383186497
914	0.4382808994
915	0.4382440162
916	0.4382237988
917	0.4381884696
918	0.4381372425
919	0.4381150849
920	0.4380285631
921	0.4380205389
922	0.4379839373
923	0.4379621278
924	0.4379409036
925	0.4379291187
926	0.4379082374
927	0.4379037061
928	0.4378908475
929	0.4378655781
930	0.437818551
931	0.437811324
932	0.4378026322
933	0.4377850403
934	0.4377681875
935	0.4377315187
936	0.4377136668
937	0.4376924346
938	0.4376445406
939	0.4376032163
940	0.437558779
941	0.4374989098
942	0.4374820874
943	0.4374752612
944	0.4374715874
945	0.437447947
946	0.4374124019
947	0.4373619807
948	0.4373199293
949	0.4372957879
950	0.4372749577
951	0.4372324819
952	0.4372215094
953	0.4372106453
954	0.4371906927
955	0.4371809594
956	0.4371579295
957	0.4371275234
958	0.4370875492
959	0.4370633541
960	0.4370527064
961	0.4370197408
962	0.4369935582
963	0.4369736353
964	0.4369572934
965	0.4369192604
966	0.4368949576
967	0.4368700839
968	0.4368470946
969	0.4368229338
970	0.4367607121
971	0.4367306008
972	0.4367239612
973	0.4366680814
974	0.4366634342
975	0.4366343711
976	0.4365855318
977	0.4365547283
978	0.4365199929
979	0.4364910616
980	0.4364787026
981	0.4364512463
982	0.4364152047
983	0.4363938552
984	0.436359492
985	0.4363466321
986	0.436309946
987	0.4362969445
988	0.4362842084
989	0.436254055
990	0.4362222452
991	0.4361986874
992	0.4361685044
993	0.4361567326
994	0.4361456395
995	0.4361301261
996	0.4361041599
997	0.4360851983
998	0.436049795
999	0.4360185852
